Time,VAV_1:DesPer 1:Des Heat Mass Flow [kg/s],VAV_1:DesPer 1:Des Heat Cap [W],VAV_1:DesPer 1:Des Cool Mass Flow [kg/s],VAV_1:DesPer 1:Des Sens Cool Cap [W],VAV_1:DesPer 1:Des Tot Cool Cap [W],VAV_1:DesPer 2:Des Heat Mass Flow [kg/s],VAV_1:DesPer 2:Des Heat Cap [W],VAV_1:DesPer 2:Des Cool Mass Flow [kg/s],VAV_1:DesPer 2:Des Sens Cool Cap [W],VAV_1:DesPer 2:Des Tot Cool Cap [W],VAV_2:DesPer 1:Des Heat Mass Flow [kg/s],VAV_2:DesPer 1:Des Heat Cap [W],VAV_2:DesPer 1:Des Cool Mass Flow [kg/s],VAV_2:DesPer 1:Des Sens Cool Cap [W],VAV_2:DesPer 1:Des Tot Cool Cap [W],VAV_2:DesPer 2:Des Heat Mass Flow [kg/s],VAV_2:DesPer 2:Des Heat Cap [W],VAV_2:DesPer 2:Des Cool Mass Flow [kg/s],VAV_2:DesPer 2:Des Sens Cool Cap [W],VAV_2:DesPer 2:Des Tot Cool Cap [W],VAV_3:DesPer 1:Des Heat Mass Flow [kg/s],VAV_3:DesPer 1:Des Heat Cap [W],VAV_3:DesPer 1:Des Cool Mass Flow [kg/s],VAV_3:DesPer 1:Des Sens Cool Cap [W],VAV_3:DesPer 1:Des Tot Cool Cap [W],VAV_3:DesPer 2:Des Heat Mass Flow [kg/s],VAV_3:DesPer 2:Des Heat Cap [W],VAV_3:DesPer 2:Des Cool Mass Flow [kg/s],VAV_3:DesPer 2:Des Sens Cool Cap [W],VAV_3:DesPer 2:Des Tot Cool Cap [W]
20:50:00,1.313795E+00,0.000000E+00,3.723467E+00,4.933330E+04,8.918008E+04,2.248061E+00,4.521073E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.192108E+00,6.679287E+04,1.077099E+05,2.363099E+00,4.471437E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.084726E+00,7.718554E+04,1.185522E+05,3.286677E+00,4.072812E+04,1.313795E+00,0.000000E+00,0.000000E+00
21:00:00,1.313795E+00,0.000000E+00,3.686586E+00,4.867308E+04,8.848571E+04,2.248282E+00,4.520979E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.156779E+00,6.616708E+04,1.070592E+05,2.363342E+00,4.471334E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,6.031045E+00,7.635154E+04,1.176882E+05,3.294884E+00,4.069269E+04,1.313795E+00,0.000000E+00,0.000000E+00
21:10:00,1.313795E+00,0.000000E+00,3.637262E+00,4.786220E+04,8.761193E+04,2.248487E+00,4.520891E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.123056E+00,6.555991E+04,1.064277E+05,2.363578E+00,4.471233E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.978065E+00,7.552538E+04,1.168320E+05,3.302450E+00,4.066002E+04,1.313795E+00,0.000000E+00,0.000000E+00
21:20:00,1.313795E+00,0.000000E+00,3.588652E+00,4.705838E+04,8.676733E+04,2.248681E+00,4.520809E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.090667E+00,6.496819E+04,1.058122E+05,2.363809E+00,4.471134E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.925610E+00,7.470499E+04,1.159816E+05,3.309454E+00,4.062979E+04,1.313795E+00,0.000000E+00,0.000000E+00
21:30:00,1.313795E+00,0.000000E+00,3.541180E+00,4.626663E+04,8.592891E+04,2.248864E+00,4.520730E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.059429E+00,6.438979E+04,1.052105E+05,2.364036E+00,4.471036E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.873596E+00,7.388940E+04,1.151358E+05,3.315962E+00,4.060169E+04,1.313795E+00,0.000000E+00,0.000000E+00
21:40:00,1.313795E+00,0.000000E+00,3.494781E+00,4.548616E+04,8.509636E+04,2.249040E+00,4.520654E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.029206E+00,6.382314E+04,1.046209E+05,2.364261E+00,4.470939E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.821992E+00,7.307825E+04,1.142944E+05,3.322070E+00,4.057532E+04,1.313795E+00,0.000000E+00,0.000000E+00
21:50:00,1.313795E+00,0.000000E+00,3.449399E+00,4.471630E+04,8.427017E+04,2.249209E+00,4.520582E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,4.999894E+00,6.326701E+04,1.040421E+05,2.364484E+00,4.470843E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.770799E+00,7.227154E+04,1.134573E+05,3.327811E+00,4.055053E+04,1.313795E+00,0.000000E+00,0.000000E+00
22:00:00,1.313795E+00,0.000000E+00,3.404991E+00,4.395655E+04,8.345089E+04,2.249372E+00,4.520511E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,4.971409E+00,6.272045E+04,1.034732E+05,2.364706E+00,4.470748E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,5.720034E+00,7.146947E+04,1.126247E+05,3.333213E+00,4.052721E+04,1.313795E+00,0.000000E+00,0.000000E+00
22:10:00,1.313795E+00,0.000000E+00,2.824489E+00,3.518761E+04,7.363632E+04,2.249530E+00,4.520443E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,4.130937E+00,5.118482E+04,9.109986E+04,2.364924E+00,4.470654E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,4.745503E+00,5.857341E+04,9.899352E+04,3.338267E+00,4.050539E+04,1.313795E+00,0.000000E+00,0.000000E+00
22:20:00,1.313795E+00,0.000000E+00,2.289414E+00,2.852711E+04,6.604266E+04,2.249682E+00,4.520378E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,3.469989E+00,4.529031E+04,8.486056E+04,2.365140E+00,4.470560E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,4.016825E+00,5.277237E+04,9.301173E+04,3.343012E+00,4.048490E+04,1.313795E+00,0.000000E+00,0.000000E+00
22:30:00,1.313795E+00,0.000000E+00,1.747714E+00,2.212821E+04,5.818241E+04,2.249829E+00,4.520314E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,2.779108E+00,3.826240E+04,7.656705E+04,2.365354E+00,4.470468E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,3.251432E+00,4.477926E+04,8.380318E+04,3.347490E+00,4.046556E+04,1.313795E+00,0.000000E+00,0.000000E+00
22:40:00,1.313795E+00,0.000000E+00,1.324373E+00,1.426274E+04,4.844574E+04,2.249973E+00,4.520252E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,2.103429E+00,2.850409E+04,6.489760E+04,2.365567E+00,4.470376E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,2.506859E+00,3.461093E+04,7.179946E+04,3.351727E+00,4.044727E+04,1.313795E+00,0.000000E+00,0.000000E+00
22:50:00,1.313795E+00,0.000000E+00,1.313795E+00,1.386165E+04,4.751593E+04,2.250113E+00,4.520192E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.446069E+00,1.652037E+04,5.058470E+04,2.365778E+00,4.470285E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.780200E+00,2.255059E+04,5.748302E+04,3.355748E+00,4.042991E+04,1.313795E+00,0.000000E+00,0.000000E+00
23:00:00,1.313795E+00,0.000000E+00,1.313795E+00,1.369685E+04,4.686706E+04,2.250250E+00,4.520133E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.369685E+04,4.686706E+04,2.365989E+00,4.470194E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.369685E+04,4.686706E+04,3.359571E+00,4.041340E+04,1.313795E+00,0.000000E+00,0.000000E+00
23:10:00,1.313795E+00,0.000000E+00,1.313795E+00,1.353205E+04,4.622164E+04,2.250386E+00,4.520074E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.353205E+04,4.622164E+04,2.366200E+00,4.470103E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.392202E+00,1.521158E+04,4.814623E+04,3.363255E+00,4.039750E+04,1.313795E+00,0.000000E+00,0.000000E+00
23:20:00,1.313795E+00,0.000000E+00,1.313795E+00,1.336725E+04,4.557964E+04,2.250520E+00,4.520016E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.336725E+04,4.557964E+04,2.366411E+00,4.470012E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.385712E+00,1.490606E+04,4.734957E+04,3.366804E+00,4.038218E+04,1.313795E+00,0.000000E+00,0.000000E+00
23:30:00,1.313795E+00,0.000000E+00,1.313795E+00,1.320245E+04,4.494103E+04,2.250652E+00,4.519960E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.320245E+04,4.494103E+04,2.366621E+00,4.469921E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.412906E+00,1.529673E+04,4.735579E+04,3.370215E+00,4.036745E+04,1.313795E+00,0.000000E+00,0.000000E+00
23:40:00,1.313795E+00,0.000000E+00,1.313795E+00,1.303764E+04,4.430580E+04,2.250782E+00,4.519903E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.303764E+04,4.430580E+04,2.366831E+00,4.469831E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.433307E+00,1.554161E+04,4.719750E+04,3.373496E+00,4.035328E+04,1.313795E+00,0.000000E+00,0.000000E+00
23:50:00,1.313795E+00,0.000000E+00,1.313795E+00,1.287284E+04,4.367392E+04,2.250910E+00,4.519848E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.287284E+04,4.367392E+04,2.367041E+00,4.469740E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.448580E+00,1.568082E+04,4.691975E+04,3.376654E+00,4.033965E+04,1.313795E+00,0.000000E+00,0.000000E+00
24:00:00,1.313795E+00,0.000000E+00,1.313795E+00,1.270804E+04,4.304537E+04,2.251036E+00,4.519794E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.313795E+00,1.270804E+04,4.304537E+04,2.367250E+00,4.469650E+04,1.313795E+00,0.000000E+00,0.000000E+00,1.313795E+00,0.000000E+00,1.460024E+00,1.574312E+04,4.655530E+04,3.379694E+00,4.032652E+04,1.313795E+00,0.000000E+00,0.000000E+00
Coinc Peak   ,2.254545E+00,6.639821E+00,4.518280E+04,1.017617E+05,2.373941E+00,7.146562E+00,4.466763E+04,1.076531E+05,3.443236E+00,7.766522E+00,4.004949E+04,1.097140E+05
NonCoinc Peak,2.254545E+00,8.006226E+00,4.518280E+04,1.017617E+05,2.373941E+00,8.650722E+00,4.466763E+04,1.076531E+05,3.443859E+00,8.818055E+00,4.004949E+04,1.097140E+05
